referencia;estante;nombre;nombre_corto;iva;costo;precio
2,43045E+11;0;ANGULO DRYWALL DE 90 GRADOS X 3 MTS;ANGULO DRYWALL DE 90 GRADOS X 3 MTS;16;2300;4000
76174841046;0;"CORTAFRIO ESTANLEY 5""";"CORTAFRIO ESTANLEY 5""";16;13132;20000
7,47752E+11;0;"HOJA DE SIERRA DE ARCO ESTANLEY 21""";"HOJA DE SIERRA DE ARCO ESTANLEY 21""";16;2291;4000
7,70705E+11;0;PISTOLA DE BAJA PRESION FORTE;PISTOLA DE BAJA PRESION FORTE;16;25235;38000
7,70718E+11;0;CHAPA MUIBLE SAFE 111NI;CHAPA MUIBLE SAFE 111NI;16;8733;16000
2,43045E+11;0;THINHER GALON;THINHER GALON;16;12439;18000
2,43045E+11;0;"SOPORTE PLASMA 13"" A 27"" VM-SL01";"SOPORTE PLASMA 13"" A 27"" VM-SL01";16;11000;22000
2,43045E+11;0;"SOPORTE PLASMA BRAZO SL09S 13"" A 30"" MOVIL";"SOPORTE PLASMA BRAZO SL09S 13"" A 30"" MOVIL";16;27500;46000
2,43045E+11;0;MOSQUETON BRONCE 1/2;MOSQUETON BRONCE 1/2;16;3700;6500
2,43045E+11;0;MOSQUETON BRONCE 3/4;MOSQUETON BRONCE 3/4;16;5500;10000
2,43045E+11;0;"MOSQUETON BRONCE 1""";"MOSQUETON BRONCE 1""";16;6700;12000
2,43045E+11;0;"SOPORTE PLASMA  23"" A 32"" STYLE FIJA";"SOPORTE PLASMA  23"" A 32"" STYLE FIJA";16;17000;30000
2,43045E+11;0;CONTROL TRES CALORES M/VIEJO;CONTROL TRES CALORES M/VIEJO;16;4000;8000
2,43045E+11;0;CANILLA GAS CORTA AMARILLA 1/2;CANILLA GAS CORTA AMARILLA 1/2;16;4200;7500
2,43045E+11;0;LAMPARA TUBO GROLUZ 96 W T 8 CARNICERIA;LAMPARA TUBO GROLUZ 96 W T 8 CARNICERIA;16;12766;17000
2,43045E+11;0;TORNILLO MILIMETRICO 6 X 40 LCD;TORNILLO MILIMETRICO 6 X 40 LCD;16;205;350
2,43045E+11;0;TIRA FONDO 1/4 X 2 1/2;TIRA FONDO 1/4 X 2 1/2;16;143;300
2,43045E+11;0;"TIRA FONDO 1/4 X 3""";"TIRA FONDO 1/4 X 3""";16;121;350
7,45304E+11;0;REMACHADORA HUMMER;REMACHADORA HUMMER;16;5400;9500
2,43045E+11;0;CATAPIS N 3 250;CATAPIS N 3 250;16;2300;4500
2,43045E+11;0;ANSUELOS # 2;ANSUELOS # 2;16;45;200
2,43045E+11;0;RACHE DISEL 1/2;RACHE DISEL 1/2;16;4600;8000
7,70999E+11;0;SACA CORCHO CRV 038;SACA CORCHO CRV 038;16;3863;10000
2,43045E+11;0;DOMESTICO CREMA 1/32;DOMESTICO CREMA 1/32;16;2104;3500
2,43045E+11;0;TIRADERA COCA CAFE;TIRADERA COCA CAFE;16;660;1200
2,43045E+11;0;CABLE SILICONADO # 10 CMS;CABLE SILICONADO # 10 CMS;16;34;50
2,43045E+11;0;ESCALERA 9 PELDAÑOS;ESCALERA 9 PELDAÑOS;16;167658;280000
7,70732E+11;0;EMBUDO GRANDE;EMBUDO GRANDE;16;1470;2500
4,8912E+11;0;CARGADOR PILA GP AA-AAA-9V;CARGADOR PILA GP AA-AAA-9V;16;64900;100000
2,43045E+11;0;ROLLO ATA TODO VERDE BLANCO;ROLLO ATA TODO VERDE BLANCO;16;1200;2500
2,43045E+11;0;COPA RACHE 19MM X 1/2 NEGRA;COPA RACHE 19MM X 1/2 NEGRA;16;6956;10000
7,70705E+11;0;"NIVEL FORTE 12""";"NIVEL FORTE 12""";16;4679;8000
7,70705E+11;0;"NIVEL FORTE 18""";"NIVEL FORTE 18""";16;5787;10000
8,71194E+11;0;REMACHADORA POP MPTOOLS;REMACHADORA POP MPTOOLS;16;9384;16000
8,71192E+11;0;TAPAOIDOS MP TOOOLS CAJA;TAPAOIDOS MP TOOOLS CAJA;16;343;1500
3536;0;"CHAZO ANCLAJE 1/2 X 3""";"CHAZO ANCLAJE 1/2 X 3""";16;566;1300
1413;0;"CHAZO ANCLAJE 1/2 X 4""";"CHAZO ANCLAJE 1/2 X 4""";16;728;1500
7,50121E+11;0;"MARCO SOQUEO TRUPER 24""";"MARCO SOQUEO TRUPER 24""";16;14669;26000
7,50121E+11;0;"HOJA SIERRA ARCO SOQUEADOR TRUPER 24""";"HOJA SIERRA ARCO SOQUEADOR TRUPER 24""";16;2394;4500
7,70634E+11;0;HACHA HERRAGRO OJO REDONDO 3 1/2;HACHA HERRAGRO OJO REDONDO 3 1/2;5;17805;27000
7,70318E+11;0;XL GALON X 3000 ML;XL GALON X 3000 ML;16;28484;40000
7,70318E+11;0;XL GALON X 3785 ML;XL GALON X 3785 ML;16;38607;55000
7,83094E+11;0;LINTERNA SUPER LASER LED;LINTERNA SUPER LASER LED;16;20000;29000
7,83094E+11;0;LINTERNA COMBO X 2 LED;LINTERNA COMBO X 2 LED;16;13000;20000
2,43045E+11;0;"ENSAMBLE 10 X 4""";"ENSAMBLE 10 X 4""";16;80;150
7,70721E+11;0;FIJA TORNILLOS FUERZA ALTA 10G;FIJA TORNILLOS FUERZA ALTA 10G;16;8903;13000
7,70721E+11;0;FIJA TORNILLOS FUERZA MEDIA 6G;FIJA TORNILLOS FUERZA MEDIA 6G;16;8805;13000
7,70721E+11;0;GASTOP FUERZA MEDIA 10G;GASTOP FUERZA MEDIA 10G;16;4179;7000
7,70616E+11;0;"CANASTILLA PIN GRIVAL 4""";"CANASTILLA PIN GRIVAL 4""";16;6300;9500
2,43045E+11;0;CABLE SILICONADO # 16 CMS;CABLE SILICONADO # 16 CMS;16;10;20
7,70216E+11;0;AEROSOL ORO 18 KILATES 8 ONZAS;AEROSOL ORO 18 KILATES 8 ONZAS;16;7501;13000
118;0;UNION MANGUERA 1/2  X 1/2;UNION MANGUERA 1/2  X 1/2;16;1500;3000
2,43045E+11;0;"RODILLO CORRECAMINOS FELPA 4""";"RODILLO CORRECAMINOS FELPA 4""";16;2200;3700
2,43045E+11;0;"RODILLO CORRECAMINOS ESPUMA 9""";"RODILLO CORRECAMINOS ESPUMA 9""";16;2400;4000
420;0;CHAZO PARA CANALETA GAS 1/2;CHAZO PARA CANALETA GAS 1/2;16;250;500
421;0;CHAZO PARA CANALETA GAS 5/8;CHAZO PARA CANALETA GAS 5/8;16;250;500
5014;0;MANGUERA LAVADORA DIGITAL ENTRADA 1.50;MANGUERA LAVADORA DIGITAL ENTRADA 1.50;16;7000;14000
5015;0;"MANGUERA CORRUGADA 1"" GRIS";"MANGUERA CORRUGADA 1"" GRIS";16;40;70
5013;0;MANGUERA LAVADORA DIGITAL SALIDA 1.70;MANGUERA LAVADORA DIGITAL SALIDA 1.70;16;9000;17000
5016;0;"MANGUERA CORRUGADA 1 1/4"" GRIS";"MANGUERA CORRUGADA 1 1/4"" GRIS";16;45;80
2,43045E+11;0;REGLETA GRANDE 30A;REGLETA GRANDE 30A;16;381;800
2,43045E+11;0;MAZO DISEL 8 ONZAS;MAZO DISEL 8 ONZAS;16;1700;3500
2,43045E+11;0;MAZO DISEL 16 ONZAS;MAZO DISEL 16 ONZAS;16;2400;6000
2,43045E+11;0;CANILLA GRINACA CROMADA;CANILLA GRINACA CROMADA;16;6000;10000
7,45304E+11;0;LINTERNA MINERO  001;LINTERNA MINERO  001;16;4800;9000
8,0797E+11;0;LINTERNA MINERO 013B;LINTERNA MINERO 013B;16;3700;7500
7,45305E+11;0;LINTERNA MINERO 736;LINTERNA MINERO 736;16;3500;7000
7,45305E+11;0;LINTERNA MINERO 478;LINTERNA MINERO 478;16;3500;7000
2,43045E+11;0;NAVAJA  115;NAVAJA  115;16;6200;12000
2,43045E+11;0;NAVAJA 105B;NAVAJA 105B;16;4000;8000
2,43045E+11;0;NAVAJA 038;NAVAJA 038;16;4000;8000
2,43045E+11;0;NAVAJA PUÑAL 127251;NAVAJA PUÑAL 127251;16;8500;17000
2,43045E+11;0;NAVAJA PUÑAL 127252;NAVAJA PUÑAL 127252;16;8500;17000
7,89111E+11;0;CUCHILLO TRAMONTINA  PREMIUM;CUCHILLO TRAMONTINA  PREMIUM;16;8000;16000
6,9316E+11;0;DISCO DIAMANTADO SEGMENTADO UYUSTOOLS;DISCO DIAMANTADO SEGMENTADO UYUSTOOLS;16;3700;9000
7,70146E+11;0;ESCUDO GOLPEADOR GATO;ESCUDO GOLPEADOR GATO;16;5901;10000
2,43045E+11;0;"NIVEL 12"" FEDERALLI";"NIVEL 12"" FEDERALLI";16;2300;4800
2,43045E+11;0;"NIVEL 14"" FEDERALLI";"NIVEL 14"" FEDERALLI";16;2700;6000
7,94685E+11;0;"NIVEL 16"" AMARILLO";"NIVEL 16"" AMARILLO";16;2500;6000
2,43045E+11;0;GRILLETE 5/8;GRILLETE 5/8;16;1431;2500
2,43045E+11;0;GUADAÑADORA ATIMA TD 4011;GUADAÑADORA ATIMA TD 4011;16;361000;530000
7,70705E+11;0;ASPERSOR CON BASE FORTE;ASPERSOR CON BASE FORTE;16;5005;9000
2,43045E+11;0;CUCHILLA PROTEGIDA 2P 20AM;CUCHILLA PROTEGIDA 2P 20AM;16;1989;4000
7,70299E+11;0;CHAPA ALCOBA DISCOVER MADERA;CHAPA ALCOBA DISCOVER MADERA;16;15616;22000
7,70299E+11;0;CORTA VIDRIOS DISCOVER;CORTA VIDRIOS DISCOVER;16;3953;8000
7,70299E+11;0;SOPLETE A GAS DISCOVER AB024;SOPLETE A GAS DISCOVER AB024;16;62176;110000
2,43045E+11;0;PERCHERO DISCOVER DOBLE;PERCHERO DISCOVER DOBLE;16;2100;4000
2,43045E+11;0;NIPLE  3/4  DE 5 CMS;NIPLE  3/4  DE 5 CMS;16;717;1500
2,43045E+11;0;ALAMBRE DULCE C 22 X RUEDA;ALAMBRE DULCE C 22 X RUEDA;16;220;600
2,43045E+11;0;ALAMBRE DULCE C 24 X RUEDA;ALAMBRE DULCE C 24 X RUEDA;16;200;600
2,43045E+11;0;BASCULA AGENDA;BASCULA AGENDA;16;30000;50000
1,23459E+11;0;LIENZA 30 MTS AMERICAN TOOL;LIENZA 30 MTS AMERICAN TOOL;16;7700;14000
7,707E+11;0;CEPILLO ALAMBRE 6 HILOS STANPROF;CEPILLO ALAMBRE 6 HILOS STANPROF;16;1000;2000
2,43045E+11;0;"CUBIERTA PEINILLA 20""";"CUBIERTA PEINILLA 20""";16;5167;9000
2,43045E+11;0;"CUBIERTA MACHETE BARRIGON 20""";"CUBIERTA MACHETE BARRIGON 20""";16;5167;9000
7,55625E+11;0;"HOJA SIERRA ARCO SOQUIADOR TROOPER 21""";"HOJA SIERRA ARCO SOQUIADOR TROOPER 21""";16;2116;4000
5080;0;ROLLO ATA TODO VERDE BLANCO;ROLLO ATA TODO VERDE BLANCO;16;1200;2500
6,9316E+11;0;DESTORNILLADOR CORTO UYOSTOOLS PALA;DESTORNILLADOR CORTO UYOSTOOLS PALA;16;1100;2500
2,43045E+11;0;LAMPARAVRIEL T 5 1 X 21 VEDE Y AZUL;LAMPARAVRIEL T 5 1 X 21 VEDE Y AZUL;16;0;15000
2,43045E+11;0;LAMPARA TUBO FLUORECENTE T5 BLANCA;LAMPARA TUBO FLUORECENTE T5 BLANCA;16;2424;4500
2,43045E+11;0;PEGA CPVC CESOL 30CC;PEGA CPVC CESOL 30CC;16;1989;3000
7,70251E+11;0;CARPINCOL X KILO;CARPINCOL X KILO;16;8409;11000
2,43045E+11;0;RODILLO GOYA 1 1/2;RODILLO GOYA 1 1/2;16;1904;3000
2,43045E+11;0;"RODILLO GOYA DE 2""";"RODILLO GOYA DE 2""";16;1943;3000
7,70702E+11;0;PEGA CPVC 30CC GERFOR;PEGA CPVC 30CC GERFOR;16;2313;4000
39961322425;0;SELLO REPARACION FLUMASTER;SELLO REPARACION FLUMASTER;16;2900;4500
7,70705E+11;0;AEROSOL FORTE NEGRO BRILLANTE;AEROSOL FORTE NEGRO BRILLANTE;16;4060;6500
7,47752E+11;0;"SERRUCHO ESTANLEY LUPTADOR 16""";"SERRUCHO ESTANLEY LUPTADOR 16""";16;11768;19000
76174060614;0;ENGRAPADORA ESTANLEY;ENGRAPADORA ESTANLEY;16;17649;28000
7,05029E+11;0;CAUCHO OLLA INDIA 4. 4.5 Y 6;CAUCHO OLLA INDIA 4. 4.5 Y 6;16;1342;2500
2,43045E+11;0;CAUCHO OLLA INDIA 2 Y 3;CAUCHO OLLA INDIA 2 Y 3;16;1209;2500
7,70691E+11;0;PALA COCA CILIMA;PALA COCA CILIMA;5;22544;35000
2,43045E+11;0;CABLE TELEFONO 17 MTS;CABLE TELEFONO 17 MTS;16;0;12000
2,43045E+11;0;BOMBILLO 60 W  PHILIPS;BOMBILLO 60 W  PHILIPS;16;850;1400
8,88168E+11;0;"ESPATULA 3"" IBROS";"ESPATULA 3"" IBROS";16;1682;3000
2,43045E+11;0;CABLE DUPLES CRISTAL 2 X 18;CABLE DUPLES CRISTAL 2 X 18;16;2;5
9,58878E+11;0;SILICONA BOND X 50ML;SILICONA BOND X 50ML;16;1900;3500
7,70216E+11;0;AEROSOL FLUORECENTE VERDE;AEROSOL FLUORECENTE VERDE;16;8661;13600
7,70216E+11;0;AEROSOL FLUORECENTE NARANJA;AEROSOL FLUORECENTE NARANJA;16;8661;13600
7,45304E+11;0;BISTURI X 7 PIEZAS;BISTURI X 7 PIEZAS;16;1300;3000
8,71194E+11;0;HOMBRE SOLO MP TOOLS 18471;HOMBRE SOLO MP TOOLS 18471;16;12882;22000
8,71194E+11;0;MANDRIL 1/2 X 1/2 MPTOOLS;MANDRIL 1/2 X 1/2 MPTOOLS;16;5938;12000
8,71194E+11;0;MANDRIL 1/2 X 3/8 MPTOOLS;MANDRIL 1/2 X 3/8 MPTOOLS;16;5938;12000
2,43045E+11;0;HEXAGONA 1/16;HEXAGONA 1/16;16;113;750
2,43045E+11;0;"LIMA REDONDA  RANGER 8""";"LIMA REDONDA  RANGER 8""";16;3096;7000
2,43045E+11;0;"LIMA REDONDA RANGER 10""";"LIMA REDONDA RANGER 10""";16;4468;8000
2,43045E+11;0;"LIMA REDONDA RANGER 12""";"LIMA REDONDA RANGER 12""";16;7389;13000
9,71194E+11;0;BROCA  P/MADERA 13MM;BROCA  P/MADERA 13MM;16;4949;8500
8,71192E+11;0;RODILLO SIN FELPA 2004346;RODILLO SIN FELPA 2004346;16;4415;8000
8,71192E+11;0;GRATA COPA MPTOOLS;GRATA COPA MPTOOLS;16;2665;4500
8,71192E+11;0;GRATA BROCHA MPTOOLS;GRATA BROCHA MPTOOLS;16;2583;4500
8,71192E+11;0;ACEITERA RANGER 120CC;ACEITERA RANGER 120CC;16;4479;8000
8,71192E+11;0;ACEITERA RANGER 350CC;ACEITERA RANGER 350CC;16;5781;11000
28877321639;0;"DISCO CORTE DEWALT 7""X1/8X7/8";"DISCO CORTE DEWALT 7""X1/8X7/8";16;4755;9500
7,70732E+11;0;PULIDORA BLACK DECKER 800W;PULIDORA BLACK DECKER 800W;16;0;100000
76174100167;0;BISTURI ESTANLEY 10-016;BISTURI ESTANLEY 10-016;16;7147;15000
76174101430;0;BISTURI ESTANLEY 10-143;BISTURI ESTANLEY 10-143;16;1862;3500
7,70246E+11;0;ASPERSOR CONTI 41986;ASPERSOR CONTI 41986;11;11136;19000
7,70163E+11;0;CINTA AUTOMOTRIZ 1/4 X 40 MTES;CINTA AUTOMOTRIZ 1/4 X 40 MTES;16;1149;2000
7,70318E+11;0;PEGA LOCA PEGAUCHO;PEGA LOCA PEGAUCHO;16;609;1000
64;0;NAVAJA WINCHESTER;NAVAJA WINCHESTER;16;0;18000
8,59777E+11;0;SOLDADURA EN FRIO PARA COBRE;SOLDADURA EN FRIO PARA COBRE;16;5458;9000
2,43045E+11;0;BISAGRA DOBLE ACCION Y/O OESTE;BISAGRA DOBLE ACCION Y/O OESTE;16;19369;29000
2,43045E+11;0;GRAPA DOBLE ALUMINIO  1/2;GRAPA DOBLE ALUMINIO  1/2;16;190;400
8050;0;ELE SOPORTE ESCUADRA  1 1/2;ELE SOPORTE ESCUADRA  1 1/2;16;143;500
7,87579E+11;0;JUEGO LLAVES ZUBIOLA X 5 PIEZAS;JUEGO LLAVES ZUBIOLA X 5 PIEZAS;16;8501;15000
7,45301E+11;0;CHAPA ALCOBA SECURITY 9612;CHAPA ALCOBA SECURITY 9612;16;7800;13000
8,8549E+11;0;CANDADO BICICLETA GUAYA CLAVE;CANDADO BICICLETA GUAYA CLAVE;16;3200;6000
2,43045E+11;0;JUEGO FORMON IBROS;JUEGO FORMON IBROS;16;3800;8000
6,98702E+11;0;SILICONA DISEL 85 G;SILICONA DISEL 85 G;16;1800;4000
8,71192E+11;0;PALA AJUSTABLE MP/TOOLS;PALA AJUSTABLE MP/TOOLS;5;16312;27000
2,43045E+11;0;GUALLA FORRADA ESTENDEDERO 1/8;GUALLA FORRADA ESTENDEDERO 1/8;16;4;10
8,88168E+11;0;"ESPATULA DRIWAL 6""";"ESPATULA DRIWAL 6""";16;2800;5500
8,88168E+11;0;"ESPATULA DRIWAL 8""";"ESPATULA DRIWAL 8""";16;3400;6500
7,70718E+11;0;DUCHA BOCCHERINI FUSION 110 C/CONTROL;DUCHA BOCCHERINI FUSION 110 C/CONTROL;16;33143;45000
7,70718E+11;0;DUCHA BOCCHERINI FUSION 220 C/CONTROL;DUCHA BOCCHERINI FUSION 220 C/CONTROL;16;33665;45000
7,89645E+11;0;NIPLE PARA DUCHA LORENZETTI;NIPLE PARA DUCHA LORENZETTI;16;13400;20000
7,70216E+11;0;AEROSOL FLUORECENTE AURORA PINK;AEROSOL FLUORECENTE AURORA PINK;16;8661;13600
7;0;CINTA AMARILLA X200 MTS;CINTA AMARILLA X200 MTS;16;5500;10000
2,43045E+11;0;ESTOPA LIMPIEZA X 150 G;ESTOPA LIMPIEZA X 150 G;16;705;1600
7,45304E+11;0;JUEGO LLAVES PESTILLO X 7 PCS;JUEGO LLAVES PESTILLO X 7 PCS;16;2200;4000
7,70205E+11;0;SILICONA ULTRA GREY  X 50G LOCTITE;SILICONA ULTRA GREY  X 50G LOCTITE;16;7600;13500
2525;0;FIBRA DELGADA GRANDE HUECO;FIBRA DELGADA GRANDE HUECO;16;7000;11000
2,43045E+11;0;CARRETA NAILON 40 A 60 LIBRAS;CARRETA NAILON 40 A 60 LIBRAS;16;1700;3500
7,45304E+11;0;JUEGO ESPATULA PLASTICA X 4 SECURITY;JUEGO ESPATULA PLASTICA X 4 SECURITY;16;1700;3500
7,70691E+11;0;MACHETE RULA COLIMA;MACHETE RULA COLIMA;5;7038;12000
7,70436E+11;0;CANDADO YALE CLAVE YP1/28/121/1G;CANDADO YALE CLAVE YP1/28/121/1G;16;8353;14000
7,83094E+11;0;LINTERNAVARTA LED 1 PILA T D;LINTERNAVARTA LED 1 PILA T D;16;7200;11000
7,70721E+11;0;RALY SINTESOLDA 100G;RALY SINTESOLDA 100G;16;2805;6000
7,70691E+11;0;BROCHA COLIMA 1/2;BROCHA COLIMA 1/2;16;664;1200
7,70691E+11;0;"BROCHA COLIMA 1""";"BROCHA COLIMA 1""";16;823;1700
7,70691E+11;0;"BROCHA COLIMA 1 1/2""";"BROCHA COLIMA 1 1/2""";16;1041;2000
7,70691E+11;0;"BROCHA COLIMA 2""";"BROCHA COLIMA 2""";16;1266;2300
7,70691E+11;0;"BROCHA COLIMA 2 1/2""";"BROCHA COLIMA 2 1/2""";16;1631;2500
7,70691E+11;0;"BROCHA COLIMA 3""";"BROCHA COLIMA 3""";16;2258;4000
7,70691E+11;0;"BROCHA COLIMA 4""";"BROCHA COLIMA 4""";16;3135;6000
7,70691E+11;0;"BROCHA COLIMA 5""";"BROCHA COLIMA 5""";16;5051;9800
6,98702E+11;0;PINZA 4.5 DISEL;PINZA 4.5 DISEL;16;2500;4500
6,98702E+11;0;PINZA 4.5 LARGA DISEL;PINZA 4.5 LARGA DISEL;16;2500;4500
7,45302E+11;0;REGILLA COLIBRI FINA;REGILLA COLIBRI FINA;16;2500;5000
2,43045E+11;0;CAZUELA CARROCERIA 5/16 TROPICALIZADA;CAZUELA CARROCERIA 5/16 TROPICALIZADA;16;67;200
7,8971E+11;0;BROCA MURO 1/8 IRWIN LARGA;BROCA MURO 1/8 IRWIN LARGA;16;4147;5500
7,70691E+11;0;"MACHETE BARRIGON ESMALTADO A/CORNETA 20""";"MACHETE BARRIGON ESMALTADO A/CORNETA 20""";5;11130;15000
7,70691E+11;0;"MACHETE BARRIGON ESMALTADO A/CORNETA 22""";"MACHETE BARRIGON ESMALTADO A/CORNETA 22""";5;9884;15000
2,43045E+11;0;LAMPARA KIT-39 ELECTROLUX;LAMPARA KIT-39 ELECTROLUX;16;14550;22000
2,43045E+11;0;GUANTE VAQUELA CERDO BEIS;GUANTE VAQUELA CERDO BEIS;16;2800;6000
2,43045E+11;0;GAFA LENTE OSCURO CERTIFICADA;GAFA LENTE OSCURO CERTIFICADA;16;3000;6500
2,43045E+11;0;GAFA LENTE CLARO CERTIFICADA;GAFA LENTE CLARO CERTIFICADA;16;2800;6000
2,43045E+11;0;GUANTE NITRILO  LARGO N 9;GUANTE NITRILO  LARGO N 9;16;9500;15000
8,71194E+11;0;MAZO CAUCHO RANGER 24OZ;MAZO CAUCHO RANGER 24OZ;16;5135;8500
8;0;SIERRA CIRCULAR MPTOOLS 5/8;SIERRA CIRCULAR MPTOOLS 5/8;16;8186;14000
8,71191E+11;0;"NIVEL RANGER 12""";"NIVEL RANGER 12""";16;4214;7000
8,71191E+11;0;"NIVEL RANGER 14""";"NIVEL RANGER 14""";16;4628;8000
2,43045E+11;0;"LIMATON RANGER 7/32X 8""";"LIMATON RANGER 7/32X 8""";16;1442;3000
8,71192E+11;0;CARETA SEGURIDAD 2004111 RANGER;CARETA SEGURIDAD 2004111 RANGER;16;11426;20000
7,70205E+11;0;AHORRADOR SILVANIA 3U  20W;AHORRADOR SILVANIA 3U  20W;16;4469;7000
7,70299E+11;0;RACHE JUEGO DISCOVER;RACHE JUEGO DISCOVER;16;19800;32000
7,70299E+11;0;"DISCO SIERRA CIRCULAR 7/8"" DISCOVER REF 601";"DISCO SIERRA CIRCULAR 7/8"" DISCOVER REF 601";16;12630;20000
2,43045E+11;0;TUBO GRECA DELGADO Y/O N 9;TUBO GRECA DELGADO Y/O N 9;16;92;200
2,43045E+11;0;TUBO GRECA MEDIANO Y/O N 10;TUBO GRECA MEDIANO Y/O N 10;16;92;200
2,43045E+11;0;TUBO GRECA GRUESO Y/O N 12;TUBO GRECA GRUESO Y/O N 12;16;92;200
2,43045E+11;0;CUÑETE PINVIACRIL BLANCO ALMENDRA;CUÑETE PINVIACRIL BLANCO ALMENDRA;16;93001;130000
7,70705E+11;0;PUNTA TALADRO PLANA FORTE;PUNTA TALADRO PLANA FORTE;16;373;1500
7,70251E+11;0;COLBON MADERA GALON 4 KG;COLBON MADERA GALON 4 KG;16;18062;26000
76174119114;0;CUCHILLA REPUESTO BISTURI ESTANLEY;CUCHILLA REPUESTO BISTURI ESTANLEY;16;2655;4500
32809823474;0;PILA VARTA TIPI D ALCALINA;PILA VARTA TIPI D ALCALINA;16;3800;6000
10;0;BALA  OJO BUEY CROMO GRANDE;BALA  OJO BUEY CROMO GRANDE;16;5405;10000
11;0;BALA OJO BUEY  CROMO S/VIDRIO;BALA OJO BUEY  CROMO S/VIDRIO;16;4158;7000
2,43045E+11;0;TOMA OLLA ARROCERA GRIS SOLO;TOMA OLLA ARROCERA GRIS SOLO;16;1400;3000
54007061328;0;CINTA NEGRA SCOTCH 3M;CINTA NEGRA SCOTCH 3M;16;3700;6500
6,98702E+11;0;CINCEL NARANJA PROT;CINCEL NARANJA PROT;16;4700;8000
2,43045E+11;0;CINCEL AMARILLO PROT;CINCEL AMARILLO PROT;16;4700;8000
2,43045E+11;0;EXPRIMIDOR LIMON;EXPRIMIDOR LIMON;16;4400;8000
2,43045E+11;0;MEDIDOR DE AIRE;MEDIDOR DE AIRE;16;3300;6000
7,45304E+11;0;NAVAJA CALABOZA POCKET KNIFE;NAVAJA CALABOZA POCKET KNIFE;16;4700;8000
2,43045E+11;0;ANTENA AIRE AVION;ANTENA AIRE AVION;16;0;135000
7,70216E+11;0;SILICONA CRC 150CM;SILICONA CRC 150CM;16;3850;5000
2,43045E+11;0;CAJA EMPALME 12X12X5 TLISA;CAJA EMPALME 12X12X5 TLISA;16;5165;8000
2,43045E+11;0;CONECTOR EMT 1/2;CONECTOR EMT 1/2;16;391;700
2,43045E+11;0;CONECTOR EMT 3/4;CONECTOR EMT 3/4;16;580;1000
2,43045E+11;0;CURVA EMT 1/2;CURVA EMT 1/2;16;745;1300
2,43045E+11;0;CURVA EMT 3/4;CURVA EMT 3/4;16;1209;2000
2,43045E+11;0;TUBO EMT 1/2;TUBO EMT 1/2;16;5215;7500
2,43045E+11;0;TUBO EMT 3/4;TUBO EMT 3/4;16;7790;12000
7,47753E+11;0;LLAVE EXPANSION STANLEY #8;LLAVE EXPANSION STANLEY #8;16;17019;26000
6,94278E+11;0;AHORRADOR VERDE IGOL  13W;AHORRADOR VERDE IGOL  13W;16;4488;8000
6,94278E+11;0;AHORRADOR AZUL IGOL 13W;AHORRADOR AZUL IGOL 13W;16;4488;8000
12;0;CORTA PICOS IGOL;CORTA PICOS IGOL;16;4039;9000
13;0;PLAFON TOMA YCADENA IGOL;PLAFON TOMA YCADENA IGOL;16;3788;6000
7,95229E+11;0;CINTA DOBLE FAX X 2;CINTA DOBLE FAX X 2;16;1900;4000
8,8549E+11;0;JUEGO CUÑAS X 6;JUEGO CUÑAS X 6;16;4300;10000
8,8549E+11;0;JUEGO CEPILLO X 3;JUEGO CEPILLO X 3;16;3200;6000
8,77939E+11;0;LLAVE 11 HUECOS;LLAVE 11 HUECOS;16;1400;2500
14;0;REFLECTOR VITRINA 40 W;REFLECTOR VITRINA 40 W;16;1200;2500
15;0;REFLECTOR VITRINA 40 W PEQUEÑO;REFLECTOR VITRINA 40 W PEQUEÑO;16;1100;2400
12800376148;0;BOMBILLO LINTERNA 2D;BOMBILLO LINTERNA 2D;16;1525;3000
7,70721E+11;0;SILICONA LIDER GALAFATEO TRANSPARENTE;SILICONA LIDER GALAFATEO TRANSPARENTE;16;5588;9500
8,71191E+11;0;DISCO DIAMANTADO MPTOOLS  7 1/4;DISCO DIAMANTADO MPTOOLS  7 1/4;16;11431;20000
8,90239E+11;0;"LIMA PLANA 8""";"LIMA PLANA 8""";16;3762;7000
8,71192E+11;0;GUIA CAUCHO PARA PULIUDORA Y/O DISCO PLASTICO;GUIA CAUCHO PARA PULIUDORA Y/O DISCO PLASTICO;16;11794;20000
8,41173E+11;0;SILICONA QUILOSA;SILICONA QUILOSA;16;4500;7500
16;0;CANDADO ALARMA;CANDADO ALARMA;16;18500;29000
2,43045E+11;0;GUANTE WELLDONE;GUANTE WELLDONE;16;2900;5000
6,93781E+11;0;AHORRADOR MACAO 20W;AHORRADOR MACAO 20W;16;3300;6000
7,70436E+11;0;CANDADO CLAVE YP2/23/128/1R;CANDADO CLAVE YP2/23/128/1R;16;10387;18000
7,70436E+11;0;CANDADO CLAVE  BALON;CANDADO CLAVE  BALON;16;6500;11000
7,70436E+11;0;CANDADO CLAVE YTP2/26/216/1G;CANDADO CLAVE YTP2/26/216/1G;16;11500;22000
2,43045E+11;0;EXTENSION IPC 1.80;EXTENSION IPC 1.80;16;2651;4500
3,29988E+11;0;CINTA RYNO X 100 METROS;CINTA RYNO X 100 METROS;16;2500;4500
21854005089;0;CINTA TAPEIT X 150;CINTA TAPEIT X 150;16;3000;5000
